Date,Open,High,Low,Close,Adj Close,Volume
2020-03-16,2.250000,4.240000,2.250000,3.820000,3.820000,17603400
2020-03-17,5.500000,7.500000,5.000000,6.550000,6.550000,31976300
2020-03-18,9.400000,19.490000,8.700000,16.250000,16.250000,48743500
2020-03-19,24.950001,28.840000,10.250000,14.340000,14.340000,24675500
2020-03-20,11.710000,12.810000,9.060000,10.150000,10.150000,9578900
2020-03-23,11.170000,13.400000,11.080000,12.260000,12.260000,8855800
2020-03-24,11.230000,11.610000,10.000000,10.360000,10.360000,3789700
2020-03-25,10.140000,11.160000,9.150000,10.500000,10.500000,4413900
2020-03-26,10.170000,12.700000,9.520000,11.660000,11.660000,4295400
2020-03-27,10.920000,13.400000,10.500000,10.590000,10.590000,3925200
2020-03-30,11.650000,12.520000,10.910000,11.750000,11.750000,4162700
2020-03-31,11.970000,13.200000,11.600000,12.050000,12.050000,2725300
2020-04-01,12.350000,14.740000,12.060000,13.600000,13.600000,6711500
2020-04-02,13.900000,14.750000,12.020000,12.210000,12.210000,3170000
2020-04-03,12.010000,12.790000,11.400000,12.030000,12.030000,1205100
2020-04-06,11.700000,12.490000,11.150000,11.700000,11.700000,2084300
2020-04-07,12.000000,12.340000,11.510000,11.710000,11.710000,1265700
2020-04-08,11.600000,12.340000,11.600000,11.960000,11.960000,865600
2020-04-09,11.680000,11.890000,11.210000,11.320000,11.320000,1702500
2020-04-13,11.700000,12.110000,11.110000,11.960000,11.960000,1850100
2020-04-14,12.060000,12.470000,11.300000,11.300000,11.300000,2322000
2020-04-15,11.500000,11.970000,11.250000,11.490000,11.490000,1664500
2020-04-16,11.490000,11.970000,11.350000,11.780000,11.780000,904200
2020-04-17,11.150000,11.790000,11.150000,11.510000,11.510000,1522200
2020-04-20,11.640000,12.430000,11.460000,11.680000,11.680000,2448800
2020-04-21,11.600000,11.880000,10.570000,11.050000,11.050000,1484000
2020-04-22,11.050000,11.350000,10.930000,11.200000,11.200000,709100
2020-04-23,11.100000,11.630000,11.020000,11.150000,11.150000,1321900
2020-04-24,11.130000,11.423000,11.000000,11.080000,11.080000,988700
2020-04-27,11.250000,11.710000,11.140000,11.340000,11.340000,1325500
2020-04-28,11.480000,12.750000,11.330000,12.550000,12.550000,2831300
2020-04-29,9.240000,10.600000,8.430000,9.380000,9.380000,6832000
2020-04-30,9.250000,9.300000,7.500000,7.690000,7.690000,3443200
2020-05-01,7.190000,7.390000,6.550000,6.710000,6.710000,2488000
2020-05-04,6.510000,8.049000,6.360000,7.240000,7.240000,2741100
2020-05-05,7.420000,7.449000,6.637000,7.080000,7.080000,1355400
2020-05-06,6.900000,7.090000,6.560000,6.910000,6.910000,1031000
2020-05-07,6.770000,6.900000,6.563000,6.630000,6.630000,581400
2020-05-08,6.600000,7.200000,6.570000,7.080000,7.080000,1073600
2020-05-11,7.100000,8.550000,7.090000,8.260000,8.260000,2488200
2020-05-12,8.330000,9.140000,8.300000,8.940000,8.940000,2540700
2020-05-13,8.980000,9.040000,7.530000,7.890000,7.890000,1534500
2020-05-14,7.760000,8.962000,7.720000,8.790000,8.790000,1727700
2020-05-15,8.500000,8.720000,7.800000,7.810000,7.810000,1131400
2020-05-18,8.180000,8.400000,7.800000,8.200000,8.200000,932700
2020-05-19,8.150000,8.640000,8.000000,8.530000,8.530000,787800
2020-05-20,8.360000,8.740000,8.150000,8.480000,8.480000,696500
2020-05-21,8.150000,8.280000,7.910000,8.160000,8.160000,1270300
2020-05-22,8.040000,8.340000,8.000000,8.270000,8.270000,370000
2020-05-26,8.250000,8.820000,7.950000,8.820000,8.820000,1445000
2020-05-27,8.560000,8.908000,8.200000,8.790000,8.790000,794500
2020-05-28,8.540000,9.330000,8.540000,8.670000,8.670000,1039700
2020-05-29,8.640000,9.490000,8.550000,9.420000,9.420000,972600
2020-06-01,9.460000,13.130000,9.410000,12.180000,12.180000,5447800
2020-06-02,12.150000,14.650000,11.010000,11.110000,11.110000,4866000
2020-06-03,11.500000,12.420000,11.090000,11.540000,11.540000,1200600
2020-06-04,11.600000,12.080000,10.760000,11.040000,11.040000,769700
2020-06-05,11.190000,11.750000,10.100000,11.330000,11.330000,1323800
2020-06-08,11.260000,11.970000,11.050000,11.700000,11.700000,1312000
2020-06-09,11.450000,11.650000,10.319000,10.360000,10.360000,1111700
2020-06-10,10.500000,10.930000,9.600000,9.770000,9.770000,798300
2020-06-11,9.550000,10.690000,8.820000,10.550000,10.550000,2409300
2020-06-12,10.570000,10.630000,9.810000,10.130000,10.130000,743600
2020-06-15,9.970000,10.107000,9.280000,10.080000,10.080000,783200
2020-06-16,10.200000,10.200000,9.580000,10.080000,10.080000,501300
2020-06-17,9.920000,10.470000,9.850000,10.250000,10.250000,538200
2020-06-18,10.200000,10.200000,9.510000,9.940000,9.940000,549600
2020-06-19,9.870000,9.950000,9.330000,9.580000,9.580000,751400
2020-06-22,9.570000,9.880000,9.290000,9.710000,9.710000,506100
2020-06-23,9.690000,10.550000,9.601000,10.360000,10.360000,725000
2020-06-24,10.290000,11.390000,10.020000,11.170000,11.170000,1140000
2020-06-25,11.330000,11.850000,10.300000,10.890000,10.890000,2006900
2020-06-26,10.890000,10.980000,10.300000,10.580000,10.580000,542100
2020-06-29,10.440000,10.700000,10.100000,10.230000,10.230000,476100
2020-06-30,10.260000,11.200000,10.160000,11.090000,11.090000,1076700
2020-07-01,11.200000,11.610000,10.790000,11.140000,11.140000,642700
2020-07-02,11.280000,11.830000,10.940000,11.700000,11.700000,719500
2020-07-06,11.800000,12.940000,11.760000,12.610000,12.610000,995100
2020-07-07,12.730000,14.250000,12.010000,13.190000,13.190000,1927700
2020-07-08,13.350000,15.000000,13.321000,14.330000,14.330000,2280600
2020-07-09,14.520000,14.520000,12.530000,13.410000,13.410000,1237900
2020-07-10,13.180000,13.500000,12.180000,12.430000,12.430000,784300
2020-07-13,12.430000,12.831000,11.380000,11.490000,11.490000,905700
2020-07-14,11.490000,12.400000,10.731000,12.270000,12.270000,756700
2020-07-15,12.370000,12.490000,11.750000,12.280000,12.280000,467200
2020-07-16,12.000000,12.200000,11.760000,11.790000,11.790000,381400
2020-07-17,11.800000,13.771000,11.800000,13.090000,13.090000,1676300
2020-07-20,12.850000,13.720000,12.310000,13.660000,13.660000,661200
2020-07-21,13.700000,14.440000,12.890000,14.130000,14.130000,958100
2020-07-22,14.200000,14.830000,13.880000,14.110000,14.110000,961500
2020-07-23,14.200000,14.380000,13.070000,13.640000,13.640000,859800
2020-07-24,12.950000,13.340000,12.630000,13.040000,13.040000,787400
2020-07-27,13.150000,14.460000,13.150000,13.940000,13.940000,827000
2020-07-28,13.940000,14.260000,13.610000,14.080000,14.080000,902600
2020-07-29,13.420000,13.550000,11.580000,12.240000,12.240000,3315700
2020-07-30,12.960000,13.170000,11.800000,12.970000,12.970000,1829100
2020-07-31,13.070000,13.150000,11.840000,11.970000,11.970000,1007700
2020-08-03,11.960000,11.970000,10.851000,11.810000,11.810000,1313600
2020-08-04,11.880000,12.433000,11.520000,11.610000,11.610000,818200
2020-08-05,11.800000,11.900000,11.290000,11.380000,11.380000,887000
2020-08-06,9.300000,9.350000,8.390000,8.930000,8.930000,4791900
2020-08-07,8.990000,9.110000,8.470000,8.900000,8.900000,1674800
2020-08-10,8.900000,9.140000,8.170000,8.760000,8.760000,2675000
2020-08-11,8.700000,8.868000,8.210000,8.340000,8.340000,1210300
2020-08-12,8.370000,8.900000,8.220000,8.660000,8.660000,1450000
2020-08-13,8.710000,8.980000,8.480000,8.530000,8.530000,763100
2020-08-14,8.560000,8.750000,8.400000,8.560000,8.560000,842400
2020-08-17,8.670000,8.700000,8.130000,8.310000,8.310000,1123600
2020-08-18,8.200000,8.440000,8.030000,8.160000,8.160000,1029100
2020-08-19,8.070000,8.140000,7.790000,7.810000,7.810000,1228500
2020-08-20,7.820000,8.180000,7.550000,8.000000,8.000000,1061600
2020-08-21,8.000000,9.610000,7.950000,8.590000,8.590000,3174500
2020-08-24,8.370000,8.390000,7.610000,7.670000,7.670000,1716800
2020-08-25,7.760000,7.865000,7.620000,7.730000,7.730000,633600
2020-08-26,7.710000,7.830000,7.410000,7.510000,7.510000,938400
2020-08-27,7.540000,7.540000,6.930000,6.970000,6.970000,986000
2020-08-28,7.060000,7.260000,6.840000,6.930000,6.930000,865300
2020-08-31,6.990000,6.990000,6.610000,6.710000,6.710000,797100
2020-09-01,6.630000,6.950000,6.450000,6.690000,6.690000,823000
2020-09-02,6.710000,7.580000,6.680000,7.290000,7.290000,1337800
2020-09-03,7.200000,7.251000,6.620000,7.070000,7.070000,664500
2020-09-04,6.900000,7.040000,6.600000,6.770000,6.770000,637200
2020-09-08,6.780000,7.360000,6.610000,6.720000,6.720000,1045400
2020-09-09,7.050000,7.150000,6.860000,7.050000,7.050000,665300
2020-09-10,7.160000,7.940000,7.150000,7.800000,7.800000,1527700
2020-09-11,7.710000,7.710000,7.029000,7.240000,7.240000,769300
2020-09-14,7.280000,7.370000,7.040000,7.150000,7.150000,522500
2020-09-15,7.250000,7.490000,7.120000,7.150000,7.150000,412000
2020-09-16,7.180000,7.419000,7.030000,7.050000,7.050000,553000
2020-09-17,7.030000,7.220000,6.870000,6.930000,6.930000,445900
2020-09-18,6.940000,7.260000,6.800000,7.000000,7.000000,845100
2020-09-21,6.870000,6.990000,6.510000,6.800000,6.800000,799700
2020-09-22,6.840000,6.840000,6.380000,6.650000,6.650000,961600
2020-09-23,6.630000,6.670000,6.051000,6.220000,6.220000,794800
2020-09-24,6.110000,6.750000,6.080000,6.530000,6.530000,699200
2020-09-25,6.840000,7.040000,6.670000,6.940000,6.940000,652500
2020-09-28,6.930000,7.450000,6.920000,7.400000,7.400000,894500
2020-09-29,7.410000,7.450000,7.050000,7.420000,7.420000,583200
2020-09-30,7.370000,7.500000,7.020000,7.160000,7.160000,483300
